name,ttm,12/31/2022
MarketCap,"913,394,708","265,280,373"
EnterpriseValue,"914,819,227","265,447,624"
PbRatio,"3.813","1.331"
EnterprisesValueEBITDARatio,"-544.791","-113.356"
