name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999
MarketCap,"2,285,875,000,000","1,516,025,280,000","481,782,420,000","613,619,160,000","321,626,210,000","144,695,160,000","87,112,500,000","148,954,800,000","63,870,300,000","15,758,020,000","10,465,054,165","8,917,548,723","7,561,430,202","9,042,067,155","14,078,252,367","8,539,911,000","4,269,651,517","13,699,152,638","11,058,768,264","7,705,773,529","3,827,778,482","2,433,065,486","1,085,052,822","6,551,637,877","2,355,077,977","766,853,578","363,991,813"
EnterpriseValue,"2,270,947,000,000","1,508,771,280,000","480,387,420,000","606,148,160,000","319,168,210,000","137,474,160,000","81,511,500,000","144,644,800,000","60,244,300,000","12,447,020,000","7,616,493,165","5,901,609,723","4,146,285,202","5,933,930,155","11,611,078,367","6,930,592,000","2,964,763,517","12,525,897,638","9,885,513,264","6,982,839,529","3,158,589,482","1,829,361,486","367,195,822","6,070,017,877","1,981,768,977","708,553,578","363,991,813"
PeRatio,"76.643","81.17","83.136","75.458","84.9","60.468","19.218","60.993","55.99","27.374","18.828","20.39","15.325","15.713","55.628",,"12.823","18.771","26.639","27.235","40.19","25.123","12.734","42.532","27.522","23.261",
ForwardPeRatio,"38.023","30.395","45.455","47.619","46.083","32.787","22.472","48.309","34.483","17.986","14.025","16.584","11.641","14.815","27.027",,,,,,,,,,,,
PegRatio,"1.233","0.603","4.644","2.61","2.883","5.103","2.066","3.333","2.366","1.986","1.144","1.913","0.992","0.985","1.899",,,,,,,,,,,,
PsRatio,"37.431","34.14","17.261","25.551","21.968","14.591","7.253","17.711","11.095","3.38","2.387","2.323","1.856","2.277","3.974","2.966","1.141","3.641","3.908","3.461","2.012","1.391","0.606","5.472","3.727","2.367",
PbRatio,"53.187","45.574","22.568","25.784","21.009","12.913","9.194","23.45","11.997","3.529","2.489","2.064","1.601","2.181","4.425","3.565","1.717","5.233","5.51","5.286","3.249","2.41","1.163","8.577","5.805","6.155",
EnterprisesValueRevenueRatio,"37.276","24.766","17.809","22.522","19.141","12.592","6.957","14.89","8.718","2.484","1.627","1.429","0.969","1.484","3.277","2.083","0.866","3.057","3.221","2.939","1.571","1.004","0.192","4.432","2.695","1.892","2.301"
EnterprisesValueEBITDARatio,"63.821","42.401","80.238","53.4","56.083","40.398","19.334","41.853","28.021","12.611","7.46","7.776","4.651","6.815","25.171","58.889","20.809","12.919","17.621","16.066","15.971","10.374","1.816","20.558","13.765","10.376","33.09"
