name,ttm,12/31/2023
MarketCap,"14,394,978,321","7,115,353,267"
EnterpriseValue,"15,394,194,321","7,821,611,267"
PeRatio,"40.259","64.891"
ForwardPeRatio,"21.645","15.361"
PegRatio,"1.803",
PsRatio,"2.823","1.794"
PbRatio,"8.022","4.675"
EnterprisesValueRevenueRatio,"3.007","1.973"
EnterprisesValueEBITDARatio,"22.842","22.871"
