name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
MarketCap,"1,432,921,473","1,416,295,835","912,974,128","1,049,811,122","1,020,704,765","1,325,162,564","1,196,754,906","926,096,343","1,148,168,402","925,538,007","886,726,379","758,946,489","665,715,131","579,560,590","630,995,927","495,346,183","658,113,642","659,583,791","691,085,839","458,865,404","431,346,620","232,089,819","202,894,615","176,400,813","84,343,012","60,653,250","176,374,500","558,356,439","369,942,035","325,964,507","203,477,565","204,645,000","123,984,000","84,030,500"
EnterpriseValue,"1,302,688,473","1,307,357,835","869,789,128","969,087,122","926,097,765","1,368,499,564","1,100,650,906","860,181,343","1,133,006,402","957,792,007","919,113,379","742,847,489","672,278,131","542,142,590","627,072,927","546,249,183","776,114,642","752,032,791","545,743,839","374,779,404","353,847,620","161,754,819","129,179,615","144,435,813","102,698,012","93,274,250","240,474,500","639,956,439","563,042,035","534,064,507","403,577,565","404,845,000","308,684,000","254,330,500"
PeRatio,"21.509","31.759","28.883","6.961","36.489","18.234","19.181","19.103","22.291","19.903","19.395","14.376","13.473","10.501","14.37","15.632","24","15.387","20.369","17.068","18.103","12.061","12.774","13.602","9.146","7.192",,"15.438","14.639","17.972","15.116","6.481","13.008","4.694"
ForwardPeRatio,,,,,,,,,,,,"10.101","8.467","16.502",,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,"0.841","0.706","1.375",,,,,,,,,,,,,,,,,,,,
PsRatio,"1.257","1.283","0.853","1.055","1.036","1.336","1.219","0.967","1.243","0.983","1.095","1.159","1.025","0.857","0.884","0.734","1.025","1.123","1.27","0.851","0.831","0.508","0.457","0.428","0.179","0.136","0.391","1.292","1.104","1.029","0.811","0.903","0.571","0.45"
PbRatio,"1.577","1.603","1.042","1.172","1.319","1.717","1.662","1.342","1.713","1.604","1.643","1.491","1.009","1.356","1.615","1.394","2.121","2.313","3.026","2.341","2.366","1.537","1.689","1.836","1.265","1.131","3.506","14.811","2.879","3.093","2.085","2.212","1.826","1.36"
EnterprisesValueRevenueRatio,"1.141","1.145","0.81","0.959","0.944","1.373","1.123","0.892","1.227","1.056","1.054","0.942","0.883","0.701","0.87","0.817","1.226","1.258","0.969","0.691","0.678","0.342","0.282","0.344","0.222","0.212","0.545","1.381","1.458","1.529","1.35","1.5","1.426","1.378"
EnterprisesValueEBITDARatio,"9.937","9.973","12.738","5.059","9.663","10.246","9.061","7.045","9.199","7.663","7.55","5.668","5.434","4.212","5.773","5.823","9.827","8.318","8.785","5.794","6.42","3.388","2.52","3.606","2.669","3.133","6.991","9.819","10.544","10.001","9.518","6.615","9.498","6.606"
