name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"13,744,885,696","14,179,080,283","18,432,929,542","14,591,251,733","14,574,554,406","9,601,096,757","12,403,529,205","8,637,966,554","6,121,024,283","6,299,627,496","5,877,328,471","5,036,575,823","3,117,068,086","2,358,320,397","1,062,144,517","259,395,011"
EnterpriseValue,"57,702,885,696","41,145,080,283","45,393,929,542","36,482,251,733","29,106,554,406","19,647,096,757","21,364,529,205","16,851,966,554","11,665,024,283","12,404,627,496","11,504,328,471","12,709,575,823","7,980,068,086","6,797,320,397","1,117,844,517","487,295,011"
PeRatio,"212.714","119.192","28.023",,"249.951","55.694","165.963","44.429","29.734",,"49.646","75","6.009","5.092","17.112","15.556"
ForwardPeRatio,"31.949","33.445","61.728",,,,,,,"20.325","10.571","23.095","21.322",,,"178.571"
PegRatio,,,,,,,,,,"4.512","2.348","5.127","4.735",,,"29.867"
PsRatio,"0.763","1.011","1.661","1.816","2.21","2.272","3.577","4.302","3.177","3.262","2.506","3.368","2.809","3.751","35.541","7.942"
PbRatio,"2.196","2.311","3.107","3.014","2.577","1.823","2.234","2.034","1.677","1.841","1.601","1.383","0.771","0.704","0.973",
EnterprisesValueRevenueRatio,"3.218","2.852","3.935","4.106","4.412","4.223","6.044","7.968","6.288","6.447","6.3","8.34","7.157","10.721","3.855","14.811"
EnterprisesValueEBITDARatio,"7.938","7.229","6.872","9.262","9.823","7.815","11.599","12.22","10.387","11.87","16.249","20.142","14.805","10.911","24.841","18.183"
