name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
MarketCap,"7,325,751,084","7,760,564,145","4,884,772,984","5,695,589,310","3,399,981,079","2,929,189,695","1,580,542,124","2,301,373,291","2,077,415,347","1,377,088,644","1,063,172,793","1,040,102,797","753,177,012","603,693,966","752,058,445","709,865,647","513,681,760","557,024,995","879,201,545","1,016,746,301","781,297,866","577,159,473","378,276,798","372,302,839","261,278,260","298,126,999","415,504,729","239,418,499","225,779,999","157,629,249","110,759,999","186,779,999"
EnterpriseValue,"6,556,973,084","7,152,154,145","4,828,321,984","5,942,043,310","3,424,773,079","3,086,104,695","1,756,209,124","2,443,246,291","2,156,165,347","1,401,316,644","1,121,688,793","1,119,651,797","841,320,012","637,510,966","763,986,445","681,500,647","601,518,760","719,490,995","1,004,723,545","1,176,672,301","963,165,866","772,915,473","608,394,798","525,602,839","417,485,260","449,826,999","558,504,729","290,318,499","277,179,999","187,129,249","184,159,999","274,379,999"
PeRatio,"14.753","14.719","7.14","12.434","15.474","17.097","10.772","21.174","20.982","19.423","19.068","31.41","31.438","96.468","43.708","29.448","116.999","27.028","11.714","17.54","16.757","14.862","10.823","12.84","8.833","9.966","15.674","14.651","13.25","11.145","10.317","16.176"
ForwardPeRatio,,,,"11.877","13.717","14.451","9.425","17.182","17.606","15.06","14.265","19.157","18.868","28.653","23.419",,"25.381",,,,,,,,,,,,,,,
PegRatio,,,,,,,"1.885","3.436","1.762","1.506","1.426","1.917","1.886","1.754","1.671",,"2.031",,,,,,,,,,,,,,,
PsRatio,"1","1.002","0.493","0.691","0.701","0.651","0.351","0.592","0.676","0.476","0.413","0.426","0.363","0.338","0.401","0.428","0.232","0.227","0.32","0.408","0.332","0.314","0.242","0.279","0.194","0.218","0.334","0.233","0.274","0.198","0.127","0.254"
PbRatio,"2.442","2.658","2.004","3.077","2.433","2.41","1.469","2.46","2.483","1.851","1.553","1.638","1.256","1.044","1.309","1.26","0.948","1.038","1.736","2.445","2.19","1.894","1.438","1.613","1.098","1.389","2.169","2.066","2.26","1.904","1.573","3.017"
EnterprisesValueRevenueRatio,"0.908","0.991","0.502","0.688","0.664","0.699","0.391","0.62","0.665","0.485","0.422","0.453","0.409","0.35","0.404","0.407","0.269","0.286","0.377","0.437","0.393","0.407","0.371","0.343","0.301","0.314","0.451","0.272","0.311","0.248","0.213","0.426"
EnterprisesValueEBITDARatio,"8.036","8.765","4.545","7.088","8.097","9.76","6.551","10.369","10.323","7.9","8.229","10.303","10.718","13.143","11.234","8.071","9.032","6.97","6.179","7.428","7.575","7.186","6.306","5.825","4.965","5.554","8.311","6.912","6.711","5.408","6.507","11.019"
