name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
MarketCap,"1,568,747,733","1,659,550,022","1,512,812,906","1,841,005,829","1,555,934,834","2,808,197,143","2,230,000,392","1,976,386,785","1,343,687,876","1,157,774,191","767,291,231","599,437,588","455,155,840","269,966,350","286,972,387","193,617,375"
PeRatio,"38.069",,"5.546","9.468","48.565","14.069","11.49","9.919","11.787","10.38","9.738","14.908","9.896","11.319","18.793",
ForwardPeRatio,"17.422","11.223","7.283","9.579","8.292","9.99","8.726",,,,"9.399","8.734","8.584","7.987","10.246",
PegRatio,,,,,,,,,,,"1.266","1.176","1.156","0.818","1.178",
PsRatio,"5.864","7.283","4.64","9.092","7.426","8.85","8.496","6.534","8.006","7.735","7.12","8.789","6.7","7.684","10.421","339.739"
PbRatio,"0.71","0.75","0.628","0.798","0.671","1.068","0.886","0.942","0.87","0.836","0.897","0.878","0.832","0.803","0.964","0.991"
