name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"4,324,553,881","6,614,953,311","4,171,050,705","16,760,230,973","15,361,604,714","7,338,421,694"
EnterpriseValue,"4,031,228,881","6,356,519,311","3,814,890,705","16,239,989,973","14,654,425,714","6,940,675,694"
ForwardPeRatio,,,"204.082",,,
PsRatio,"6.872","11.004","8.185","35.434","53.229","33.139"
PbRatio,"5.836","8.877","5.411","20.945","18.618","17.412"
EnterprisesValueRevenueRatio,"6.515","10.274","7.387","33.11","49.037","28.226"
EnterprisesValueEBITDARatio,"-19.654","-30.991","-29.69","-660.296","-28.523","-332.281"
