name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,941,281,416","2,344,199,117","493,915,880","518,504,728"
EnterpriseValue,"3,363,281,416","3,853,199,117","1,494,915,880","1,313,504,728"
PeRatio,"7.451",,"10.16","3.842"
ForwardPeRatio,"7.358","8.503","6.739","6.215"
PsRatio,"0.587","0.309","0.272","0.375"
EnterprisesValueRevenueRatio,"0.941","1.004","0.419","0.348"
EnterprisesValueEBITDARatio,"5.681","6.107","2.407","1.895"
