name,ttm,06/30/2024,06/30/2023,06/30/2022,06/30/2021,06/30/2020
MarketCap,"1,541,257,818","1,238,595,297","949,857,810","1,801,445,700","2,027,707,560","1,801,725,000"
EnterpriseValue,"2,499,707,818","2,098,020,297","3,001,494,810","2,959,774,700","1,638,319,560","747,835,000"
PeRatio,"7.289","5.853",,,,
ForwardPeRatio,,,"15.48","23.31",,
PsRatio,"1.344","1.406","0.489","1.425","22.662","1.829"
PbRatio,"0.666","0.507","0.47","0.855","0.778","0.644"
EnterprisesValueRevenueRatio,"2.199","2.377","1.551","3.297","18.282","0.76"
EnterprisesValueEBITDARatio,"5.351","4.674","7.924","-68.75","8.82","1.869"
