name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"1,855,076,401","1,404,808,848","1,446,386,771","2,356,612,293","2,433,864,737"
EnterpriseValue,"2,261,511,541","1,694,553,155","1,641,603,702","2,276,661,534","2,277,596,133"
PeRatio,"26.013","21.397","35.163","39.382","76.433"
ForwardPeRatio,"10.04","13.004","12.707","22.371","28.409"
PsRatio,"3.382","3.364","5.274","9.907","15.401"
PbRatio,"2.618","2.378","2.684","4.518","4.88"
EnterprisesValueRevenueRatio,"0.828","0.728","0.955","1.895","3.034"
EnterprisesValueEBITDARatio,"2.131","1.835","2.721","4.431","7.218"
