name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
MarketCap,"2,929,915,027","2,624,723,156","1,774,874,411","2,522,260,436","1,390,000,922","1,096,562,161","855,616,938","1,110,389,227","885,452,360","537,765,046","886,768,247","568,864,181","488,819,265","387,243,494","512,989,801","791,221,050","750,757,544","725,502,517","1,196,491,281","799,640,432","952,490,403","803,725,229"
PeRatio,"39.149","41.636","11.955","14.111","39.414","16.936",,,"39.189","12.547","12.102","18.31","12.453","16.557","28.463","32.652",,"17.884","19.924","21.72","18.442","30.793"
ForwardPeRatio,,,,,,,,,,,,"13.263","12.563","9.756","14.472",,,,,,,
PsRatio,"2.573","2.458","1.363","1.709","1.383","1.407","1.144","1.302","1.323","0.965","1.268","1.286","1.043","0.581","1.016","1.811","2.217","1.611","1.517","1.013","1.166","1.016"
PbRatio,"2.699","2.57","1.779","2.568","1.806","1.574","1.222","1.508","1.145","0.676","1.102","0.804","0.667","0.379","0.631","1.016","1.004","0.795","1.34","1.089","1.313","1.2"
