name,ttm,06/30/2023,06/30/2022,06/30/2021
MarketCap,"6,672,452,678","5,327,908,774","2,405,173,973","6,369,881,135"
EnterpriseValue,"5,886,738,373","4,447,589,769","1,708,575,299","5,377,064,938"
PeRatio,"24.303","27.027","26.305",
ForwardPeRatio,,"18.762","17.361",
PsRatio,"3.834","3.669","1.461","5.051"
PbRatio,"5.589","4.705","2.372","6.346"
EnterprisesValueRevenueRatio,"0.471","0.388","0.169","0.593"
EnterprisesValueEBITDARatio,"2.193","1.878","1.285","-5.827"
