name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
MarketCap,"1,116,200,262","993,181,649","669,441,686","1,009,681,864","1,493,694,465","595,093,247","446,445,668","1,899,518,424","1,792,706,706","1,182,170,305","2,165,028,989","2,628,894,528","5,268,043,639","4,536,274,989","3,862,111,864","1,411,038,176","53,739,522","190,290,820","183,741,296","107,156,804","73,891,359","73,540,066","24,199,179","19,301,174","15,031,161","4,678,816"
EnterpriseValue,"1,322,200,262","1,205,881,649","788,241,686","1,310,681,864","1,780,294,465","1,169,393,247","1,257,245,668","2,669,418,424","2,430,506,706","1,584,670,305","2,620,828,989","3,059,794,528","5,428,043,639","4,344,216,989","3,601,241,864","1,405,440,176","87,651,522","248,630,717","168,114,818","94,704,856","53,114,507","54,462,928","21,738,645","18,830,517","14,560,504","4,216,115"
PeRatio,,,"6.125",,,,,"27.452","175",,,"13.436","26.262","17.085","28.706",,,,,,,,,,,
ForwardPeRatio,"18.182","17.986","12.225","7.133","12.18","86.957",,"22.321","32.154","49.02","24.691","17.606","13.333","15.038",,,,,,,,,,,,
PegRatio,,,,,,,,,,,"0.325","0.232","0.175","3.009",,,,,,,,,,,,
PsRatio,"1.418","1.329","1.039","1.375","2.535","0.796","0.557","2.538","2.516","1.678","2.941","3.017","6.529","5.994","7.272","3.443","0.971",,"129.187","200.465","150.997","696.141","339.397","154.559","18,393,885.979","5,581,548.266"
PbRatio,"1.416","1.131","0.654","1.234","1.76","0.621","0.261","0.816","0.851","0.561","0.805","0.891","1.962","2.208","2.057","0.818","0.074","0.898","1.723","4.143","2.995","3.477","6.015","5.52","3.467","6.392"
EnterprisesValueRevenueRatio,"1.681","1.533","1.304","1.758","2.767","1.854","2.08","6.868","4.649","2.223","3.61","3.924","6.86","6.243","6.789","4.341","0.613",,,"225.439","1,557.343","386.274","299.522",,"10,916,737.268","6,106,329.206"
EnterprisesValueEBITDARatio,"7.229","6.593","5.165","3.401","10.616","5.275","-1.586","-36.467","12.477","-48.02","-15.517","128.563","13.347","12.879","23.011","-13.059","0.996","-34.722","-29.295","-28.907","-37.871","-215.168","-98.4","-165.769","-162.444","-74.466"
