name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"1,120,069,535","217,047,379","109,669,040","403,815,276","1,037,882,370"
EnterpriseValue,"1,288,212,535","371,110,379","240,249,040","372,972,276","1,037,882,370"
PsRatio,"68.248","9.189","4.571","240.653",
PbRatio,,,,"6.924",
EnterprisesValueRevenueRatio,"86.093","29.846","13.084","222.272","4,739.189"
EnterprisesValueEBITDARatio,,"-2.284","-1.182","-3.23","-22.93"
