name,ttm,06/30/2024,06/30/2023,06/30/2022,06/30/2021,06/30/2020
MarketCap,"1,172,663,403","996,070,935","704,582,320","574,037,289","558,836,925","315,631,095"
PeRatio,"3.507","4.007","4.677","2.173",,"14.12"
PsRatio,"3.507","4.01","4.678","2.176",,"14.131"
PbRatio,"1.052","0.989","0.882","0.835","1.233","0.409"
EnterprisesValueRevenueRatio,"4.145","4.01","6.64","2.909",,"27.028"
