name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
MarketCap,"46,134,240,012","44,280,014,770","43,724,306,648","22,930,418,870","16,205,479,056","20,374,075,084","11,803,098,627","15,083,783,519","19,722,325,702","13,867,490,009","21,100,337,042","27,001,076,691","18,087,302,596","19,306,308,640","25,846,086,901","19,797,384,024","17,493,760,173","32,335,674,143","15,615,439,831","11,802,591,108","7,555,487,356","4,783,064,626","4,915,007,480","5,552,865,374","6,490,393,277","5,151,014,027","4,499,760,488","5,023,397,047","5,391,991,857","4,934,517,511","4,247,189,685","4,182,161,276","4,263,127,126","3,854,584,577","3,761,025,247","3,943,154,320","2,584,923,421","2,044,016,104","1,975,308,179","2,265,039,894"
EnterpriseValue,"54,044,240,012","51,565,014,770","50,410,306,648","29,721,418,870","23,865,479,056","25,925,075,084","15,494,098,627","19,272,783,519","23,531,325,702","17,406,490,009","22,976,337,042","32,889,076,691","25,556,302,596","24,071,308,640","29,821,086,901","22,902,384,024","20,540,760,173","35,708,674,143","18,858,439,831","14,844,591,108","10,527,487,356","8,220,064,626","9,710,007,480","11,180,865,374","8,230,393,277","7,419,814,027","7,078,360,488","7,037,797,047","7,198,991,857","7,947,217,511","7,724,089,685","7,881,561,276","7,411,527,126","6,917,084,577","6,556,425,247","5,402,254,320","3,989,823,421","3,448,916,104","3,410,908,179","4,034,139,894"
PeRatio,"33.452","30.286","23.558","117.508",,,,,,,"9.159","8.342","8.158","10.224","12.163","26.753","7.409","17.571","7.778","12.888","8.672","10.284",,"6.098","8.097","11.701",,"685.929","8.163",,,,"511.623","45.719","7.789","8.428",,"9.121",,
ForwardPeRatio,"16.639","15.48","14.451","11.274",,"120.482",,,,,"48.077","13.459","8.418","7.994","13.038",,"51.282",,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.29",,"0.394",,,,,,,,"7.406","32.821","0.468","1.302","1.078",,"7.081",,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"4.396","4.251","4.138","3.479","3.193","3.085","1.941","2.84","3.884","1.796","1.097","0.757","0.48","0.506","0.736","0.667","0.425","1.018","0.549","0.647","0.503","0.336","0.407","0.415","0.623","0.727","0.677","0.625","0.652","0.7","0.654","0.715","0.653","0.615","0.541","0.746","0.605","0.444","0.502","0.303"
PbRatio,"5.134","5.13","5.744","4.088","2.739","2.287","1.223","1.139","0.994","0.65","0.87","1.136","0.845","1.021","1.538","1.463","1.421","3.308","2.024","2.142","1.353","0.898","1.157","1.132","1.832","1.695","1.702","1.562","1.594","1.662","1.359","1.381","1.258","1.231","1.211","1.78","1.198","0.947","0.963","1.002"
EnterprisesValueRevenueRatio,"5.142","4.906","4.452","3.977","5.114","3.992","2.45","3.526","4.941","2.623","2.14","2.763","2.087","1.122","0.881","0.773","0.499","1.128","0.672","0.653","0.629","0.574","0.841","0.857","0.686","1.054","1.076","0.856","0.87","1.088","1.17","1.347","1.262","1.104","0.944","0.967","0.949","0.733","0.85","0.527"
EnterprisesValueEBITDARatio,"10.51","10.028","8.694","8.468","-77.485","9.521","6.193","-7.499","-86.512","458.066","3.84","4.275","3.859","4.818","4.979","5.611","2.95","6.79","3.447","4.303","3.802","3.865","7.418","4.768","3.23","4.917","15.19","8.092","5.516","6.914","5.678","10.7","7.348","7.107","4.523","4.642","5.875","4.195","7.09","2.873"
