name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999
MarketCap,"15,222,280,440","12,792,298,800","9,556,637,002","8,663,537,800","12,056,404,560","7,501,124,230","8,476,734,140","12,128,389,972","7,661,177,252","8,140,861,600","8,121,980,400","8,714,328,600","6,700,746,720","8,269,441,994","5,623,252,250","8,341,652,550","3,104,019,750","1,849,217,720","3,138,055,010","2,190,594,160","1,677,637,710","1,059,155,120","527,233,720","194,261,500","229,809,920","734,842,000","1,234,948,000"
EnterpriseValue,"14,397,242,440","12,117,285,800","9,158,262,002","8,588,359,800","12,020,643,560","7,192,761,230","7,490,247,140","11,043,889,972","6,646,929,252","7,330,153,600","7,324,273,400","8,102,965,600","6,149,421,720","7,749,784,994","5,080,702,250","7,913,156,550","2,786,891,750","1,659,031,720","2,744,116,010","1,817,566,160","1,441,456,710","918,654,120","482,355,720","113,928,500","161,212,920","672,531,000","1,207,148,000"
PeRatio,"27.194","23.728","29.352","25.891","41.413","23.034","18.308","27.393","20.06","24.391","23.537","31.247","25.312","30.507","24.003","55.812","34.763","26.27","38.34","32.168","32.44","33.109","137.429",,,"61.818",
ForwardPeRatio,"18.215","15.291","12.674","12.595","16.779","12.285","13.038","19.157","13.587","16.155","16.077","18.657","16.949","20.45","16.393",,,,,,,,,,,,
PegRatio,"1.517","0.904","0.968","0.863","1.002","1.751","1.306","2.13","1.358","1.468","0.974","1.095","1.245","1.234","0.846",,,,,,,,,,,,
PsRatio,"5.474","4.72","3.47","3.325","4.862","3.222","3.844","5.842","3.801","4.374","4.51","5.513","4.698","6.307","5.026","9.54","4.859","3","6.391","6.029","5.983","6.404","4.685","1.766","1.763","8.334","37.247"
PbRatio,"4.864","4.249","3.59","3.729","5.5","3.483","5.22","9.485","6.265","6.858","6.12","6.221","4.503","6.424","5.087","8.311","3.923","2.575","4.23","3.862","3.614","3.443","4.774","2.074","2.146","8.808","38.592"
EnterprisesValueRevenueRatio,"5.112","4.364","3.264","3.207","4.74","3.092","3.382","5.169","3.2","3.719","3.888","4.875","4.245","5.83","4.411","8.972","4.267","2.552","5.58","5.008","5.122","5.366","4.162","1.052","1.373","7.848","43.423"
EnterprisesValueEBITDARatio,"18.595","15.911","15.679","15.633","25.159","14.177","11.744","16.758","10.413","12.291","12.125","15.715","13.446","17.456","13.674","31.174","18.256","13.495","23.06","18.321","18.319","28.986","51.13","-537.399","-8.155","39.731","-680.083"
