name,ttm,12/31/2022,12/31/2021
MarketCap,"3,659,536,045","2,542,144,750","2,539,761,546"
EnterpriseValue,"4,331,095,867","2,890,435,152","3,082,475,091"
PeRatio,"39.318",,"34.893"
PsRatio,"1.96","1.682","1.845"
PbRatio,"4.392","3.771","3.402"
EnterprisesValueRevenueRatio,"2.598","1.936","2.385"
EnterprisesValueEBITDARatio,"13.317","10.002","43.33"
