name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
MarketCap,"35,610,668,234","33,544,720,099","30,139,998,920","35,004,390,146","21,893,296,417","17,681,614,524","13,472,517,533","12,771,164,554","11,088,421,131","9,558,742,785","8,095,420,813","6,740,411,943","4,138,489,891","4,342,641,750","4,171,323,067","4,189,659,896","4,946,874,986","6,881,839,571","3,458,270,819","2,925,178,618","805,525,467","741,673,034","782,667,079"
EnterpriseValue,"45,840,668,234","38,047,720,099","35,537,998,920","40,841,390,146","25,100,296,417","20,981,614,524","16,826,517,533","15,777,164,554","14,302,421,131","11,510,742,785","9,985,420,813","8,968,411,943","5,394,489,891","5,718,641,750","5,924,323,067","5,379,659,896","6,672,565,986","5,674,963,571","3,204,102,819","2,941,952,618","938,960,467","783,722,034","924,586,079"
PeRatio,"29.736","26.072","26.908","30.569","24.311","33.892","18.248","49.568","23.634","27.31","17.697","20.515","12.25","10.298","12.424","15.856","15.639","14.303","46.652","109.937",,,"25"
ForwardPeRatio,"22.831","20.243","21.692","27.548","21.739","20.121","15.504","16.835","16.077","16.611","14.684","12.887","8.643","8.621","10.04",,,,,,,,
PegRatio,"1.989","2.902","2.719","2.94","3.337","0.621","2.945","2.232","3.715","3.488","1.439","1.29","1.186","0.869","0.913",,,,,,,,
PsRatio,"5.185","4.796","5.029","5.988","4.233","4.129","3.287","3.327","3.149","2.897","2.421","2.177","1.383","1.339","1.536","1.25","1.385","3.043","2.54","3.876","1.723","1.257","1.11"
PbRatio,"3.292","5.187","5.133","5.517","3.642","3.319","2.405","2.284","1.943","1.724","1.323","1.113","0.795","0.853","0.884","0.85","1.166","3.116","2.625","26.471","30.479","27.617","5.712"
EnterprisesValueRevenueRatio,"7.559","6.274","5.708","6.939","4.462","4.928","3.934","3.996","3.861","3.383","2.853","2.793","1.729","1.663","1.857","1.577","1.828","2.329","1.933","3.343","1.737","1.329","1.175"
EnterprisesValueEBITDARatio,"22.966","19.062","19.179","21.194","16.656","15.847","11.9","13.203","33.107","13.17","11.873","10.897","7.202","7.139","8.104","9.011","9.492","14.028","11.242","16.164","11.109","23.99","4.543"
