name,ttm
MarketCap,"22,782,862,924"
EnterpriseValue,"21,954,000,924"
ForwardPeRatio,"136.986"
PsRatio,"74.501"
PbRatio,"25.61"
EnterprisesValueRevenueRatio,"71.814"
EnterprisesValueEBITDARatio,"-392.015"
