name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021
MarketCap,"4,468,553,878","2,295,272,800","1,525,000,377","2,021,331,576","1,355,690,625"
EnterpriseValue,"4,532,448,878","2,363,860,800","1,592,491,377","2,021,645,576","1,407,946,625"
PeRatio,"96.689","39.711",,"7.446","6.581"
ForwardPeRatio,"26.954","21.008","15.823","23.095","45.045"
PsRatio,"5.021","4.435","12.101","1.127","1.801"
PbRatio,"11.243","3.078","2.029","2.606","9.273"
EnterprisesValueRevenueRatio,"5.664","4.484","12.766","1.487","2.459"
EnterprisesValueEBITDARatio,"18.797","10.505","28.002","3.505","5.818"
