name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"1,638,976,552","1,539,766,218","1,393,014,464","1,814,337,125","1,546,354,348","1,512,744,472","1,266,631,309","1,529,073,558","1,343,865,363"
PeRatio,"5.838","9.33",,"3.009","71.878","14.315","4.549","8.341",
PsRatio,"5.831","9.236",,"3.022","76.964","14.631","4.569","8.285",
PbRatio,"0.9","0.926","0.861","0.922","1.025","0.948","0.783","1.004",
EnterprisesValueRevenueRatio,"5.933","9.41",,"3.225","76.612","14.66","4.623","8.394",
