name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"3,724,199,357","2,678,587,197","530,950,265","286,211,433","395,750,568","135,009,619","467,922,599","403,549,913","40,563,315","39,625,435","144,462,741"
EnterpriseValue,"3,444,438,357","2,344,106,197","464,532,265","197,071,433","236,337,568","-81,344,381","243,747,599","308,190,913","26,845,315","1,970,435","106,505,741"
PsRatio,"110.894","74.961",,,,,"81.604","57.101",,,
PbRatio,"12.743","8.212","8.823","3.288","2.527","0.635","2.487","4.723","3.972","1.183","5.528"
EnterprisesValueRevenueRatio,"110.85","75.439",,,,,,"30.819",,,
EnterprisesValueEBITDARatio,"-40.171","-27.338","-5.135","-2.272","-4.694","0.794","-3.38","-11.655","-1.061","-0.135","-3.42"
