name,ttm
MarketCap,"4,129,933,442"
EnterpriseValue,"5,597,061,914"
PsRatio,"1.245"
PbRatio,"0.799"
EnterprisesValueRevenueRatio,"1.661"
EnterprisesValueEBITDARatio,"2.661"
