name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2015,12/31/2014
MarketCap,"1,255,561,353","174,014,682","349,960,039","641,960,748","581,061,156","359,648,406","47,164,482","172,567,171","167,755,910"
EnterpriseValue,"1,187,503,027","99,536,344","242,048,781","538,931,885","512,472,626","337,999,690","9,940,024","89,946,933","167,755,910"
PsRatio,"25.05","17.688","24.036","45.376","308.981",,,,
PbRatio,"46.738","26.381","13.32","32.381","16.227",,,,
EnterprisesValueRevenueRatio,"46.798","3.923","13.831","43.41","93.534","1,385.245",,,"11,183.727"
EnterprisesValueEBITDARatio,"-23.856","-2","-5.168","-11.865","-14.424","-15.12","-0.494","-9.382","-14.223"
