name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"3,143,646,166","2,599,230,635","2,327,100,358","635,471,491","553,095,673","834,877,326","496,454,647","531,826,977","562,451,558","911,477,699","36,508,488","180,503,414","223,082,658","45,189,382","483,878,698","679,962,931","737,838,333","2,423,636,622"
EnterpriseValue,"3,937,708,166","3,416,530,635","3,084,100,358","1,571,671,491","1,259,295,673","1,565,777,326","1,087,954,647","1,157,326,977","1,172,051,558","1,445,177,699","1,412,408,488","2,048,372,414","2,090,951,658","1,919,886,382","2,358,575,698","2,362,070,931","2,276,986,333","3,959,102,622"
PeRatio,"4.493","3.754","7.348",,"1.905","47.115",,,,,,,,,,,,
ForwardPeRatio,"4.281","4.044","4.466",,,,,,,,,"0.496",,,,,,
PsRatio,"1.917","1.654","2.02","1.108","0.628","1.199","0.585",,,,"0.048","0.038",,,,,,
PbRatio,"1.862","1.664","1.704","0.612","0.499","0.951","0.506",,,,,"0.648",,,,,,
EnterprisesValueRevenueRatio,"2.59","2.247","2.137","2.537","1.685","2.261","1.712","1.762","1.723","2.674","7.852","2.064","1.865","1.471","2.744","2.778","1.946","5.099"
EnterprisesValueEBITDARatio,"4.567","3.963","4.143","11.863","4.871","4.951","9.302","7.668","116.229","6.84","34.548","57.631","-5.711","-7.746","42.292","14.184","4.024","4.117"
