name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012
MarketCap,"6,367,281,580","6,762,986,134","5,248,880,449","4,808,117,000","6,951,096,000","5,710,400,000","7,631,064,000","6,531,488,918","5,839,672,917","5,008,333,000","3,563,730,000","1,486,464,000","1,320,099,000","1,034,141,013"
EnterpriseValue,"12,641,081,580","12,828,186,134","11,227,280,449","10,095,317,000","13,222,896,000","11,479,800,000","13,600,964,000","13,453,288,918","9,758,172,917","8,484,033,000","7,817,530,000","4,973,564,000","2,115,699,000","1,898,441,013"
PeRatio,"19.404","21.595","16.812","7.141","39.203",,"46.218","15.295",,,,,"56.859",
ForwardPeRatio,,,,"25.253","19.305","20.367","16.75","17.153","21.598","38.314","22.371",,,
PegRatio,,,,"1.007","0.89","3.739","1.134","0.946","3.216",,,,,
PsRatio,"0.924","0.994","0.854","0.749","1.247","1.061","1.357","1.197","1.201","1.041","0.719","0.711","1.358","1.089"
PbRatio,"1.557","1.714","1.311","1.416","2.453","1.958","2.38","2.131","2.121","1.647","1.335","0.573","0.889","0.764"
EnterprisesValueRevenueRatio,"1.596","1.633","1.695","1.469","2.225","2.003","2.318","2.214","1.937","1.672","1.784","2.997","2.138","1.999"
EnterprisesValueEBITDARatio,"9.989","10.269","9.96","5.907","11.525","18.196","14.099","12.763","16.296","15.128","65.309","29.782","11.314","9.311"
