name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"2,319,515,904","2,576,882,803","1,970,362,858","532,487,343","540,788,569","402,717,801"
EnterpriseValue,"2,440,649,904","2,665,423,803","1,833,634,858","464,690,343","442,599,569","348,468,801"
ForwardPeRatio,"192.308","270.27",,,,
PsRatio,"9.542","13.317","24.507","18.645","19.187","19.073"
PbRatio,"16.906","20.377","10.56","6.779","4.936","6.345"
EnterprisesValueRevenueRatio,"10.101","11.031","19.62","15.356","17.263","14.763"
EnterprisesValueEBITDARatio,"-316.844","-346.024","-63.314","-12.074","-19.115","-12.476"
