name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"3,056,441,695","2,482,192,076","2,108,421,964","4,132,735,160","1,731,546,955","1,578,884,441","1,017,437,869","1,233,074,901","789,825,696","731,474,611","677,496,120","653,695,452","268,188,041","74,864,725","91,189,764"
EnterpriseValue,"8,704,871,695","8,257,839,076","7,875,700,964","7,820,670,160","5,808,809,955","2,063,610,441","1,407,262,869","1,539,285,901","999,972,696","774,030,611","793,440,680","647,363,418","233,349,928","41,496,700","40,358,897"
PeRatio,"27.171","15.424","3.096","6.643","24.494","13.529","6.102","21.61","10.321","9.935","9.396","38.394",,,
ForwardPeRatio,"14.389",,"12.821","25.84","10.858","9.862","10.173","11.025","15.798","20.661",,,,,
PsRatio,"3.612","3.442","3.115","5.42","4.727","38.977","39.085","43.345","36.855","24.53","30.725","14.011",,,
PbRatio,"0.786","0.636","0.56","1.737","1.056","0.99","0.908","1.306","1.081","1.295","1.424","1.454",,,
EnterprisesValueRevenueRatio,"10.244","9.718","9.775","15.748","14.483","51.726","46.372","60.604","37.6","30.175","30.274","35.177","16.213","3.764","3.206"
EnterprisesValueEBITDARatio,"18.934","17.962","6.879","10.048","20.207","12.303","5.558","14.749","11.203","8.661","5.763","11.118","327.424","30.881","-5.06"
