name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"4,313,926,385","2,925,836,227","1,631,505,966","2,824,515,367","3,282,494,236","2,050,238,680","1,340,836,234","1,145,987,006","900,168,033","783,654,656"
EnterpriseValue,"4,792,041,385","3,408,664,227","2,014,805,966","3,090,319,367","3,466,972,236","2,317,105,680","1,269,608,234","1,068,963,006","834,626,033","714,146,656"
PeRatio,"227.646","1,853",,,,"90.258","504.667","69.677","68.827",
ForwardPeRatio,"153.846","156.25",,"312.5","384.615","74.074",,"70.922","64.935",
PsRatio,"4.411","3.046","1.882","4.388","5.934","3.27","2.929","3.347","3.088","3.456"
PbRatio,"9.729","7.027","4.043","6.776","7.859","7.055","5.982","6.481","6.318","5.965"
EnterprisesValueRevenueRatio,"4.406","3.134","2.237","4.177","6.631","3.897","2.764","2.979","3.109","3.747"
EnterprisesValueEBITDARatio,"42.887","30.506","39.1","69.48","620.987","33.751","20.404","5.821","19.243","42.053"
