name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"45,106,632","62,294,637","226,420,874","465,957,153","104,468,862"
EnterpriseValue,"32,529,632","62,794,637","223,231,874","454,840,153","95,956,862"
ForwardPeRatio,,,,"344.828",
PsRatio,"0.202","0.202","0.51","1.592","0.961"
PbRatio,"1.076","0.627","1.065","13.942","5.355"
EnterprisesValueRevenueRatio,"0.197","0.284","0.901","2.449","0.838"
EnterprisesValueEBITDARatio,"-0.408","-0.337","-1.039","-7.912","-1.775"
