name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"14,060,818,724","12,992,436,930","13,497,179,575","16,364,635,974","22,617,224,368","10,374,590,819","14,132,887,065","22,696,620,826","20,414,265,401","26,527,655,891","21,151,337,815","16,127,619,242","10,848,382,081","9,152,949,365","9,215,014,062","5,648,513,758","3,013,497,696"
EnterpriseValue,"31,247,618,724","30,052,536,930","32,772,579,575","39,145,735,974","34,386,624,368","23,217,490,819","28,151,887,065","36,867,120,826","34,975,065,401","32,354,755,891","29,032,537,815","22,068,533,242","16,232,644,081","13,953,425,365","13,957,023,062","10,420,369,758","7,736,787,696"
PeRatio,"236.8","7.172","16.864",,"36.038","223.333","26.346","25.799","76.3","30.039","24.403","28.553","18.059","24.112","31.074","61.433",
ForwardPeRatio,"4.29","3.807","3.463","3.575","4.693","4.69","5.263","7.911","7.082","10.834","13.624","13.038","10.246","8.953","10.834",,
PegRatio,,,,,,,"1.964","2.448","0.994","0.888","0.94","1.823","1.513","0.763","0.715",,
PsRatio,"0.926","0.847","0.808","0.883","0.843","0.91","1.232","1.903","1.903","2.817","3.005","2.535","1.697","1.514","1.275","1.111","0.586"
PbRatio,"0.687","0.623","0.704","0.774","1.802","0.905","1.171","1.669","1.727","2.703","6.244","5.016","3.247","2.63","2.558","1.804","1.115"
EnterprisesValueRevenueRatio,"2.026","1.948","2.015","2.189","2.879","2.019","2.462","3.096","3.157","3.431","3.761","3.194","2.389","2.276","2.561","2.046","1.506"
EnterprisesValueEBITDARatio,"8.886","8.546","5.094","8.741","17.256","8.628","9.541","11.367","16.659","14.148","15.49","13.998","9.782","9.294","12.572","11.008","10.533"
