name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"2,222,288,974","2,901,698,809","3,653,111,652","6,474,922,983","13,509,646,421","5,019,130,950","4,802,642,985","2,979,969,356","2,465,068,990","570,718,859","626,762,448","565,130,469","356,689,453","425,434,001","254,901,612","102,765,820"
EnterpriseValue,"-1,910,256,132","-1,723,659,599","-1,835,633,520","-18,691,683","7,264,841,208","3,702,270,545","3,296,038,285","1,996,038,182","2,064,464,177","289,481,438","438,714,157","440,495,479","293,630,370","373,363,386","189,128,314","67,108,561"
PeRatio,"382.45","462.624",,,"37.759",,,,,,"761.712",,,"71.386","64.588",
ForwardPeRatio,"81.301","87.719",,,,,,,,,,,,,,
PsRatio,"3.643","4.742","6.724","11.638","12.628","18.539","24.503","47.829","36.484","3.389","3.044","3.109","2.31","2.408","2.048","0.959"
PbRatio,"0.77","1.019","1.219","1.941","4.71","3.676","3.742","3.962","5.366","2.05","2.702","3.608","2.328","2.154","1.634","0.875"
EnterprisesValueRevenueRatio,"-3.512","-3.411","-3.786","-0.039","8.701","13.286","25.935","15.411","52.183","4.173","5.725","3.233","3.062","3.05","2.032","0.918"
EnterprisesValueEBITDARatio,"13.521","12.086","23.93","0.066","44.778","-144.869","-29.886","-273.056","-17.77","-9.509","-56.066","109.931","-13.662","27.095","20.225","-35.601"
