name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"2,227,761,512","2,079,764,276","2,785,544,838","2,821,088,241","4,254,895,398","2,974,779,836","1,736,802,965","692,046,194","374,411,223","1,098,896,511","1,703,149,753","403,941,695"
EnterpriseValue,"3,580,145,512","2,489,308,276","2,912,138,838","2,488,684,241","3,528,239,398","2,579,279,836","1,638,323,965","665,827,194","222,632,223","820,573,511","1,456,576,753","246,798,545"
PeRatio,,,,,,,,,,,,"4.794"
PsRatio,"2.321","2.56","3.903","5.666","10.953","9.051","5.935","4.403","5.278","34.579","92.809","12.125"
PbRatio,,,,"26.886","8.327","4.482","4.498","4.758","2.659","4.083","8.461","2.675"
EnterprisesValueRevenueRatio,"3.818","2.654","4.167","4.621","9.266","8.402","6.189","3.425","2.692","22.319","57.698","7.113"
EnterprisesValueEBITDARatio,"-10.838","-7.536","-7.918","-6.759","-11.641","-13.21","-18.312","-14.285","-1.729","-4.996","-14.989","-5.739"
