name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"3,268,260,446","3,280,857,136","2,820,485,942","3,471,116,612","6,883,680,013","1,816,826,404","1,693,093,712","1,288,111,225","663,809,430"
EnterpriseValue,"3,264,320,446","3,254,119,136","2,746,279,942","3,335,919,612","6,682,137,013","1,794,165,404","1,644,470,712","1,214,197,225","689,844,430"
PsRatio,"6.537","6.88","7.328","10.747","26.257","8.518","12.4","14.467","10.767"
PbRatio,"15.556","14.927","11.822","11.733","20.576","12.742","26.472","15.345",
EnterprisesValueRevenueRatio,"6.626","6.605","6.683","10.334","25.2","8.362","11.166","12.249","10.767"
EnterprisesValueEBITDARatio,"-33.701","-33.595","-29.806","-40.08","-229.217","-36.308","-36.584","-49.045","-40.372"
