name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"155,649,799","390,200,743","651,809,853","2,882,648,642","4,511,276,186","3,508,382,835","8,541,485,547","11,821,056,137","9,337,565,753","13,398,446,563","14,021,403,650","14,691,098,417","10,719,446,317","9,571,019,200","9,452,296,624","6,461,197,758","1,782,364,743","11,386,929,814"
EnterpriseValue,"4,955,649,799","5,395,200,743","5,933,809,853","9,378,648,642","10,333,276,186","10,443,382,835","15,366,485,547","17,613,056,137","15,441,565,753","18,562,446,563","18,707,403,650","19,071,098,417","14,562,446,317","14,724,019,200","13,543,296,624","11,780,197,758","8,081,364,743","18,006,929,814"
PeRatio,,"34.421",,"2.621","6.788",,"6.504","22.318","19.471","20.268","32.626","22.348","22.804","13.569","13.39","24.977",,"27.58"
ForwardPeRatio,,,,,"7.899","4.352","8.562","15.408","15.456","17.036","20.534","24.39","16.208","15.898","20.04",,,
PegRatio,,,,,,,,"5.132",,,"1.026","1.882","1.249",,"20.039",,,
PsRatio,"0.119","0.223","0.155","0.222","0.326","0.258","0.654","1.105","0.96","1.48","1.41","1.473","1.061","1.286","1.306","0.768","0.221","1.551"
PbRatio,"3.07","4.342","8.258","0.765","1.249","0.761","1.439","2.412","1.873","3.207","2.394","2.237","1.516","1.45","1.483","0.943","0.283","1.512"
EnterprisesValueRevenueRatio,"0.484","0.478","0.47","0.65","0.744","0.765","1.181","1.732","1.496","2.128","1.777","1.866","1.454","1.563","1.516","1.418","1","2.308"
EnterprisesValueEBITDARatio,"6.912","4.996","-4.328","4.455","5.835","21.098","6.953","9.088","7.87","9.932","10.29","11.03","8.095","6.978","6.009","7.705","5.516","10.92"
