name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
MarketCap,"1,220,623,637","233,695,704","81,176,463","160,804,960","136,740,000","27,883,260","38,817,000","35,193,337","62,778,388","72,518,250","73,984,040","61,372,500","94,080,420","97,282,540","71,943,300","140,599,660","60,297,500","131,165,950","51,634,800","81,918,409","223,161,360","87,804,000","20,578,560","63,694,620","112,692,492","39,620,600","9,252,034","3,087,091","6,514,604","19,412,429","14,552,958"
EnterpriseValue,"1,199,127,637","224,495,704","75,119,463","146,424,960","129,062,000","22,793,260","26,927,000","22,725,337","45,501,388","47,597,250","47,952,040","40,150,500","72,858,420","74,745,540","49,406,300","119,694,660","50,046,500","118,912,950","37,139,800","61,926,409","202,828,360","83,171,000","11,106,560","58,077,620","109,245,093","36,220,600","5,852,034","1,287,091","4,814,604","17,612,429","11,752,958"
PeRatio,"69",,,"296",,,,,,,,,"13.5","28.143",,"19.786","8.333","29.722",,,"30.75","200",,"59.4","32.353","19.85","4.196",,,"62.507","325.201"
ForwardPeRatio,"52.083",,,,,,,,,,,,"8.292",,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,"0.36",,,,,,,,,,,,,,,,,,
PsRatio,"9.851","2.827","1.023","2.439","2.202","0.525","0.668","0.575","0.993","1.228","1.253","0.914","1.145","1.523","1.179","1.799","0.838","2.001","1.245","1.837","4.526","2.588","0.568","1.374","2.844","1.516","0.492","0.154","0.324","1.005","2.587"
PbRatio,"25.585","10.238","4.57","5.234","5.323","0.948","1.285","1.076","1.805","1.936","1.898","1.62","1.863","2.48","1.824","3.431","1.997","5.646","2.508","3.08","8.347","5.045","1.322","3.128","8.008","3.386","1.234","0.582","0.686","2.087","1.842"
EnterprisesValueRevenueRatio,"8.728","2.805","0.952","2.227","2.24","0.406","0.464","0.373","0.723","0.808","0.818","0.592","0.841","1.148","0.803","1.509","0.667","1.756","0.895","1.393","3.76","2.265","0.305","0.997","2.773","1.317","0.299","0.064","0.235","0.913","0.89"
EnterprisesValueEBITDARatio,"58.497","191.877","-11.411","38.768","39.565","7.677","9.159","75.001","-93.05","54.026","23.833","19.183","6.674","13.551","19.786","9.957","5.378","16.927","-9.204","16.782","13.875","15.648","-25.829","7.811","18.049","7.874","2.09","12.871","16.049","5.032","23.506"
