name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015
MarketCap,"4,259,858,800","3,730,503,870","4,616,188,990","3,790,966,530","2,750,874,596","2,263,683,330","3,018,980,806","2,800,749,920","1,157,875,170","441,155,319","235,125,000"
EnterpriseValue,"4,763,062,800","4,295,966,870","5,280,394,990","4,226,585,530","2,899,014,596","2,488,440,330","2,917,126,806","2,712,630,920","1,055,551,170","273,846,319","109,855,000"
PeRatio,"44.045","123.714",,,,,,,,,
ForwardPeRatio,"18.832","15.504","21.93","21.978","25.51","53.763","1,428.571",,,,
PegRatio,"1.06","0.831","0.971","0.942",,,"174.333",,,,
PsRatio,"4.225","3.892","4.785","4.926","3.525","3.248","5.022","6.134","5.75","4.736","12.576"
PbRatio,,,,,"31.655","108.962","117.717","116.119","25.086","7.77","18.765"
EnterprisesValueRevenueRatio,"4.59","4.14","5.329","4.834","3.761","3.574","4.795","5.359","2.648","0.905","0.508"
EnterprisesValueEBITDARatio,"46.699","42.12","51.352","83.516","76.621","-31.087","-33.694","-23.98","-9.611","-1.704","-0.797"
