name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"1,541,182,354","1,627,861,252","2,159,694,987","3,657,022,380","4,120,698,060","5,351,163,720","4,209,816,970","4,096,650,326"
EnterpriseValue,"4,014,163,354","4,112,740,252","4,311,298,987","5,614,119,380","5,843,215,060","6,887,268,720","6,103,489,970","5,915,312,326"
PeRatio,"297.818",,"46.293",,"284.273","189.952","193.389",
PsRatio,"2.924","3.073","3.805","6.04","6.769","7.864","6.297","8.053"
PbRatio,"0.693","0.676","0.786","1.185","1.223","1.567","1.373","1.334"
EnterprisesValueRevenueRatio,"6.644","6.807","7.116","8.85","9.695","10.632","9.475","10.894"
EnterprisesValueEBITDARatio,"18.698","19.157","10.872","25.72","27.366","21.654","18.363","44.801"
