name,ttm,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998
MarketCap,"25,996,751,325","18,475,845,092","17,208,609,186","21,879,376,309","11,061,585,314","14,843,278,318","23,054,027,775","18,903,441,876","20,721,035,712","18,397,296,498","16,269,641,435","12,091,564,455","10,561,784,705","8,282,036,515","8,036,537,861","6,809,852,166","8,431,991,223","13,813,533,819","8,434,921,856","6,670,225,044","5,191,896,062","6,288,728,597","4,531,694,353","3,222,274,951","3,212,692,880","1,364,579,210","292,910,499"
EnterpriseValue,"25,860,675,479","19,545,130,559","19,624,339,334","24,283,861,022","11,883,826,751","16,564,264,946","24,122,316,311","19,532,111,251","20,335,137,050","17,921,353,031","16,792,812,810","12,690,651,535","11,731,066,268","9,522,126,595","8,338,058,890","7,325,184,835","9,030,773,266","13,383,070,104","8,724,279,369","6,422,828,664","4,817,324,354","6,046,524,299","4,316,553,201","3,117,284,949","2,993,358,828","1,224,921,581","230,734,205"
PeRatio,"14.964","14.395",,,"10.348","13.533","16.543","14.899","12.883","21.25","23.399","15.335","15.532","15.664","19.649",,"13.979","25.774","22.712","19.344","20.556","24.399","38.15","34.649","44.693","21.775","23.057"
ForwardPeRatio,"12.438","14.599","14.065","175.439","10.616","13.643","15.361","12.87","13.333","94.34","52.632","37.453","17.007","12.136",,,,,,,,,,,,,
PegRatio,,,,"16.172",,,,,,"5.876","3.288","2.336","1.063","0.954",,,,,,,,,,,,,
PsRatio,"2.319","1.946","4.708","7.978","1.271","2.008","3.461","2.992","3.145","3.118","2.44","1.934","1.899","1.617","2.007","1.751","2.012","4.902","4.116","3.86","3.953","6.933","8.628","7.676","8.758","4.231","4.527"
PbRatio,"3.861","3.13","3.594","4.738","1.676","3.103","4.87","3.891","4.832","4.195","3.516","2.932","2.686","1.986","2.102","2.117","2.134","4.336","3.493","2.979","2.896","4.635","6.607","6.944","7.616","5.051","2.038"
EnterprisesValueRevenueRatio,"1.971","1.814","4.088","14.845","1.399","2.152","3.373","2.938","3.111","3.17","3.334","2.598","2.672","2.624","2.79","2.49","3.328","5.983","5.155","4.869","4.484","7.177","6.917","6.396","8.087","4.142","0.986"
EnterprisesValueEBITDARatio,"7.794","8.002","51.507","-51.9","7.966","10.053","10.806","9.598","9.159","12.495","16.361","11.753","11.158","12.015","12.857","35.542","12.684","19.756","17.468","-17.097","-8.475","-22.459","107.592","-40.138","-45.561","-25.7","3.646"
