name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"44,871,457","40,020,489","51,255,096","333,582,111","369,027,158","570,204,471"
EnterpriseValue,"41,280,776","30,392,998","52,960,006","332,973,496","368,418,543","563,567,970"
PeRatio,"4.111","1.897",,,,
PsRatio,"0.287","0.237","9.625","455.876","336.262","52.324"
PbRatio,"1.04","1.131","17.639","29.051","71.595","65.268"
EnterprisesValueRevenueRatio,"0.25","0.125","1.443","6,246.572","1,116.42","110.233"
EnterprisesValueEBITDARatio,"2.253","1.838","10.476","-339.869","-317.711","-530.193"
