name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"3,329,344,381","3,048,270,838","2,506,535,660","1,405,688,760","666,835,950","1,085,569,680","1,479,794,690","1,962,881,200","1,951,406,100"
EnterpriseValue,"3,149,408,381","2,964,167,838","2,179,636,660","1,750,930,760","841,317,950","1,038,791,680","1,385,893,690","1,831,085,200","6,499,991,100"
PeRatio,"7.624","4.047","2.659","69.182",,"3.975","5.812","12.21",
ForwardPeRatio,,,,"2.107","8.418","5.787",,"14.327","11.312"
PsRatio,"1.125","1.003","0.804","0.861","0.406","0.544","0.751","0.996","0.791"
PbRatio,"2.25","2.183","2.113","3.39","1.824","1.539","2.154","2.919",
EnterprisesValueRevenueRatio,"1.001","0.942","0.585","0.793","0.573","0.453","0.565","0.788","3.292"
EnterprisesValueEBITDARatio,"4.418","4.159","1.768","3.62","-4.032","2.868","3.37","5.194","3.955"
