name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,07/31/1993,07/31/1990,07/31/1989,07/31/1988,07/31/1987,07/31/1986
MarketCap,"7,800,162,149","7,053,021,878","6,203,600,256","7,358,813,453","5,204,900,407","4,144,094,938","2,932,603,017","4,077,911,355","3,328,450,018","2,839,169,285","3,384,463,366","3,054,552,292","1,754,842,272","1,721,726,512","2,092,276,472","1,795,050,065","1,176,151,902","816,797,488","471,756,593","386,874,887","207,237,356","137,809,247","77,950,477","76,837,098","82,215,062","69,565,287","69,529,952","104,580,668","38,585,027","27,486,594","23,932,249","37,844,920","19,878,400","27,106,416","23,564,450","55,479,302","27,547,491"
PeRatio,"17.729","15.933","9.712","11.544","13.712","11.552","12.628","23.635","60.181","25.988","20.824","21.393","14.532","18.279","1,240.812","25.209","23.157","27.963","40.865","21.48","11.144","10.714","32.765","42","8.619","9.587","13.618","17.469","13.672",,"3.7","6.293","43.411","44.396",,"12.036","7.835"
ForwardPeRatio,"12.18","11.481","8.889","11.087","12.723","10.163","7.519","16.779","17.575","14.925","16.667","13.699","12.331","13.072","14.728",,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.3","2.166","3.917","2.024",,"2.409","0.335","0.832","0.724","1.277","1.395","0.882","0.596","0.74","0.893",,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.006","1.862","1.509","1.879","1.611","1.532","1.13","1.75","1.575","1.446","1.795","1.872","1.272","1.39","1.726","1.754","1.479","1.181","1.349","1.857","1.045","0.743","0.485","0.475","0.489","0.489","0.555","0.823","0.457","0.398","0.248","0.366","0.179","0.373",,,
PbRatio,"1.692","1.548","1.354","1.792","1.489","1.298","0.974","1.517","1.31","1.139","1.512","1.531","1.174","1.315","1.669","2.055","1.983","1.924","2.239","2.642","1.578","1.377","0.975","0.977","1.131","1.177","1.264","2.087","1.021","0.788","0.614","1.017","0.723","0.965",,,
