name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"78,559,207,256","60,933,373,910","38,926,516,788","47,354,368,374","42,867,391,253","30,696,458,103","18,654,446,600","19,726,376,518","11,044,642,256","11,540,122,464"
EnterpriseValue,"80,024,913,536","62,585,967,946","40,560,273,425","48,844,368,045","44,784,645,737","32,076,532,751","19,944,129,076","21,128,471,160","12,845,514,624","11,965,495,989"
PeRatio,"57.418","47.123","39.797","48.125","67.612","38.788","22.579","32.526","39.459","26.536"
ForwardPeRatio,"52.083","39.526","33.003","46.296","45.045","34.722","23.753","29.94","25.84","26.247"
PegRatio,"4.723","2.537","2.808","2.766","5.493","10.499","5.767","8.224","2.939",
PsRatio,"12.045","9.563","7.529","10.146","10.437","7.551","4.826","4.879","4.478","2.899"
PbRatio,"23.32","19.466","15.223","20.444","22.721","19.744","13.324","25.693","58.938","3.907"
EnterprisesValueRevenueRatio,"13.404","10.483","7.96","11.437","12.944","8.516","5.831","6.184","4.137","4.192"
EnterprisesValueEBITDARatio,"34.886","27.283","23.184","32.095","39.151","25.154","17.849","20.307","14.863","16.389"
