name,ttm,12/31/2023
MarketCap,"1,769,687,259","1,566,550,000"
EnterpriseValue,"2,366,464,259","1,611,829,000"
PeRatio,,"3.151"
PsRatio,"1.836","1.517"
PbRatio,"1.445","2.043"
EnterprisesValueRevenueRatio,"2.459","1.561"
EnterprisesValueEBITDARatio,"4.134","2.568"
