name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012
MarketCap,"2,580,709,225","5,280,469,833","5,908,348,850","7,585,949,650","7,715,280,561","1,612,302,353","6,894,914,469","9,447,620,588","6,190,779,407","10,220,387,823","13,127,436,769","19,054,253,748","11,373,565,571","8,901,017,077"
EnterpriseValue,"5,870,709,225","8,742,469,833","8,971,348,850","10,266,949,650","11,070,280,561","5,648,302,353","9,164,514,469","10,123,020,588","5,969,779,407","9,527,541,823","12,177,590,769","18,753,625,748","11,072,937,571","8,897,935,077"
PeRatio,"5.74","23.594","8.851","14.235",,"4.753","12.2","18.152","8.681","13.094","15.805","31.833","33.406","103.39"
ForwardPeRatio,"10.953","10.526","7.386","7.663","14.184","2.12","9.234","12.674","9.862","12.755","13.967","24.331","25.445",
PegRatio,"0.834","1.169","1.165","0.237","2.516","0.391","1.847","2.534","0.11",,"0.155",,,
PsRatio,"0.536","1.027","1.138","1.46","1.887","0.288","1.373","2.115","1.422","2.416","3.231","6.388","5.776","8.791"
PbRatio,"1.739","2.732","2.658","2.733","3.275","0.618","3.05","4.475","3.343","5.173","6.102","11.733","12.379","29.704"
EnterprisesValueRevenueRatio,"1.224","1.655","1.553","1.916","2.73","0.99","1.806","2.199","1.29","2.074","2.894","6.271","5.636","8.8"
EnterprisesValueEBITDARatio,"16.353","15.099","8.186","12.834","18.059","5.805","8.099","9.379","4.951","7.013","8.872","18.959","18.377","39.777"
