name,ttm,12/31/2023
MarketCap,"40,473,304,516","41,229,844,180"
EnterpriseValue,"48,243,304,516","48,517,844,180"
PeRatio,"38.382","37.858"
ForwardPeRatio,"17.361","16.447"
PegRatio,"1.951",
PsRatio,"2.623","2.652"
PbRatio,"3.802","3.786"
EnterprisesValueRevenueRatio,"3.121","3.121"
EnterprisesValueEBITDARatio,"18.852","16.447"
