name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,07/31/1998,07/31/1997,07/31/1996,07/31/1995,07/31/1994,07/31/1993,07/31/1992,07/31/1991
MarketCap,"5,355,211,312","4,889,246,581","4,025,503,029","3,626,713,990","2,874,301,520","3,412,987,270","3,154,677,050","3,182,742,038","2,279,845,121","1,056,873,480","1,587,040,360","1,790,144,320","1,443,743,520","1,055,382,033","965,710,380","662,526,830","557,377,965","451,013,640","830,331,384","459,306,041","427,072,600","259,228,477","92,214,231","59,563,287","19,781,169","72,975,259","107,087,701","26,746,626","17,564,114","12,803,756","14,912,669","16,397,186","10,394,964","6,596,702"
EnterpriseValue,"7,151,287,312","6,701,340,581","5,586,395,029","4,603,425,990","3,601,414,520","4,252,783,270","3,698,374,050","3,524,292,038","2,698,076,121","1,252,850,480","1,761,780,360","1,921,270,320","1,507,521,520","1,008,477,033","900,321,380","645,125,830","613,308,965","498,026,640","850,542,384","449,018,041","416,784,600","249,381,477","108,981,231","83,304,287","59,340,169","115,967,259","138,887,701","51,346,626","44,464,114","34,603,756","25,312,669","24,697,186","23,294,964","5,396,702"
PeRatio,"24.733","21.721","20.025","23.901","23.116","22.212","19.293","26.66","32.192","15.727","19.33","21.178","18.176","15.806","17.709","15.964","15.127","14.68","28.744","20.535","21.893","17.569","9.123","7.816","3.815","11.786","23.095","12.766","12.185","11.664","16.492","11.179","16.659","103.073"
ForwardPeRatio,"17.513","14.728","14.472","19.38","18.868","18.727",,"21.142","17.036",,,"17.065","15.625","13.021","15.361",,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,"0.899","0.823","0.668","0.854",,,,,,,,,,,,,,,,,,,
PsRatio,"1.721","1.633","1.616","1.926","1.691","1.899","1.858","1.85","1.712","1.491","2.339","2.789","2.474","2.181","2.232","1.831","1.727","1.235","3.542","2.454","2.521","1.847","0.84","0.57","0.188","0.782","1.487","0.594","0.474","0.398","0.872","0.769","1.325","3.141"
PbRatio,"2.682","2.55","2.229","2.803","2.311","2.554","2.405","2.156","1.591","2.403","3.695","4.62","4.097","3.569","3.241","3.119","3.609","2.242","4.91","3.004","2.965","2.211","1.066","0.804","0.308","1.056","2.079","1.017","0.853","0.677","0.819","1.038","1.35","1.319"
EnterprisesValueRevenueRatio,"2.269","2.126","2.047","2.71","2.208","2.281","2.077","1.98","2.479","1.778","2.471","2.907","2.546","1.962","2.136","1.777","1.913","1.777","3.579","2.237","2.318","1.714","0.917","0.754","0.572","1.233","2.354","1.039","1.17","1.075","1.229","1.563","2.647","2.57"
EnterprisesValueEBITDARatio,"7.887","7.391","6.559","17.869","16.739","14.15","13.33","14.009","18.527","10.227","11.905","13.818","11.028","8.528","9.912","8.311","8.572","8.433","17.285","10.925","11.25","9.027","5.386","4.699","3.639","7.758","14.166","7.034","8.084","7.062","7.91","8.516","12.942","17.989"
