name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006
MarketCap,"1,071,362,028","1,128,665,661","119,290,269","415,007,310","119,361,074","169,596,846","112,382,212","67,300,452","96,709,335","110,884,597","127,155,707","90,159,428","48,053,982","88,804,179","66,898,317","32,819,364","52,960,786","86,024,521","1,558,752"
EnterpriseValue,"745,218,028","998,896,661","8,488,269","333,712,310","143,893,074","188,058,846","108,886,212","51,930,452","63,435,335","79,226,597","105,888,707","76,462,428","31,591,982","64,676,179","49,333,317","25,920,364","57,780,146","90,843,881","1,345,830"
PeRatio,,,,,,,,,,"15.708",,,,,"7.848",,,"4.178",
ForwardPeRatio,,,,,,,,,,,,,,"5.612",,,,,
PsRatio,"18.176","20.484","2.984","9.107","2.183","22.979","29.681","8.191","50.391","4.315","30.669","36.923","7.336","16.8","2.959","2.694","15.156","0.277","1.064"
PbRatio,"4.023","19.334","0.875","4.475","15.718","10.641","18.905","5.38","3.642","3.982","6.931","8.021","3.089","2.372","2.025","1.394","1.761","1.299","0.012"
EnterprisesValueRevenueRatio,"16.194","21.707","0.205","9.034","4.178","9.234","36.773","6.888","39.158","2.982","30.489","35.68","8.96","13.026","2.14","2.131","16.623","40.646","0.919"
EnterprisesValueEBITDARatio,"-10.8","-14.477","-0.088","-6.655","-4.055","-3.917","-2.122","-2.939","-3.051","10.849","-8.37","-6.928","-1.387","-11.807","3.973","-1,080.015","-0.81","-3.387","-0.071"
