name,ttm,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990,03/31/1989,03/31/1988,03/31/1987
MarketCap,"996,985,020","682,938,795","610,909,388","366,050,959","195,601,270","165,664,083","111,940,756","89,455,675","70,204,867","66,716,997","62,932,199","47,188,350","96,149,998","60,627,663","54,233,526","38,725,459","48,400,476","37,192,517","37,148,082","25,103,107","13,776,278","8,647,298","7,085,706","9,869,643","18,300,954","17,835,000","47,744,228","39,564,000","15,633,952","12,647,320","10,089,500","8,605,750","5,341,500","6,528,500","6,945,000","7,209,375","3,172,125","4,325,625"
EnterpriseValue,"983,842,020","743,511,795","656,009,388","398,132,959","222,438,270","189,394,083","137,682,756","115,093,675","80,590,867","81,534,997","73,376,199","53,371,350","102,940,998","65,848,663","56,642,526","42,225,459","48,494,476","41,416,517","41,361,082","32,395,107","20,521,278","15,115,298","18,666,765","35,364,528","47,185,901","45,935,000","74,244,228","45,364,000","17,533,952","17,347,320","14,989,500","11,905,750","7,741,500","7,528,500","7,545,000","7,809,375","3,872,125","5,825,625"
PeRatio,"86.198","67.72","53.382","52.213","24.091","24.71","22.681","19.844","16.095","18.415","17.036","15.512","31.976","22.568","39.211","25","21.094","8.75","10.94","97.25","36.833","4.828",,,,"17.647","51.175","20.896","27.722","66.425",,"32.955",,"22.917","13.636","16.447","15.278","26.786"
ForwardPeRatio,"46.948","51.814","46.296","38.314","22.272","22.321","18.182",,,,"10.881","9.234","22.624",,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.628","3.037","3.116","2.171","1.156","1.081","0.745","0.656","0.593","0.568","0.588","0.431","0.949","0.689","0.694","0.52","0.697","0.605","0.649","0.49","0.282","0.151","0.101","0.125","0.222","0.253","0.652","0.928","0.399","0.339","0.297","0.298","0.209","0.268","0.298","0.34","0.189","0.283"
PbRatio,"4.563","7.167","7.369","5.048","3.019","2.932","2.304","2.108","1.897","2.043","2.238","1.597","3.68","2.599","2.677","2.08","3.202","3.501","4.296","5.819","4.019","3.205","0.778","0.774","1.428","1.197","3.41","3.191","2.03","1.916","1.627","1.247","0.835","1.02","1.336","1.386","0.721","1.081"
EnterprisesValueRevenueRatio,"3.925","3.225","3.201","2.297","1.285","1.177","0.887","0.8","0.66","0.66","0.619","0.475","0.936","0.722","0.699","0.56","0.688","0.623","0.684","0.586","0.385","0.264","0.28","0.468","0.59","0.648","0.934","0.959","0.457","0.465","0.441","0.412","0.304","0.31","0.318","0.368","0.23","0.381"
EnterprisesValueEBITDARatio,"33.799","27.332","27.668","21.344","12.704","11.416","9.168","8.152","7.864","8.271","7.604","6.172","12.367","9.616","12.798","9.35","9.614","10.295","13.95","12.855","12.036","6.008","7.21","4.717","9.573","6.657","10.918","10.31","6.744","12.391","-149.895","8.504","19.354","8.365","3.28","4.11","4.302","11.651"
