name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
MarketCap,"6,691,536,759","6,073,702,635","5,956,792,507","5,076,934,677","4,701,599,707","4,039,108,730","3,070,333,926","2,672,669,348","2,771,845,942","2,688,849,904","2,129,274,121","2,092,814,224","1,374,841,267","1,535,990,804","1,102,105,867","1,132,346,499","1,309,696,508","1,240,733,154","1,369,481,418","1,274,243,580","1,052,380,050","942,694,011","688,604,782","446,066,820","438,121,152","335,682,000","345,999,500","430,101,050","261,019,200","196,280,000"
EnterpriseValue,"6,755,112,759","6,155,257,635","5,433,097,507","5,136,945,677","4,780,452,707","4,124,315,730","3,159,932,926","2,794,673,348","2,906,569,942","2,810,319,904","2,201,852,121","2,255,416,224","1,430,527,267","1,635,990,804","1,202,105,867","1,232,346,499","1,409,696,508","1,368,708,154","1,485,022,418","1,421,082,580","1,199,219,050","1,090,254,011","742,960,782","523,305,820","516,518,152","414,079,000","385,643,500","455,001,050","307,019,200","248,580,000"
PeRatio,"22.151","21.299","10.344","19.097","37.33","34.757","21.627","33.7","24.004","19.297","16.412","18","13.499","11.09","8.762","12.326","16.989","7.779","15.086","11.033","14.846","13.572","15.943","14.901","15.735","11.039","12.547","14.959","11.711","28.571"
ForwardPeRatio,"28.249","25.51","28.249","30.488","38.61","34.602","30.675","27.933","29.412","27.473","21.186","20.964","12.723","16.695","13.87","13.947","14.493",,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"1.696","1.678","1.017","1.318","1.206","1.073","1.115",,,,,,,,,,,,,
PsRatio,"4.427","4.239","3.607","4.396","4.99","4.451","3.596","3.361","3.448","3.434","2.848","3.046","2.112","2.558","1.914","2.117","2.382","2.097","2.488","2.245","1.874","1.862","1.498","1.455","1.776","1.539","2.104","2.755","2.076","1.078"
PbRatio,"4.734","4.677","4.282","4.061","4.277","4.041","3.522","3.046","3.008","3.045","2.281","2.449","1.726","1.777","1.393","1.361","1.849","1.602","1.935","1.857","1.687","1.701","1.508","1.33","1.402","1.145","1.177","1.614","1.305","1.338"
EnterprisesValueRevenueRatio,"4.433","4.039","3.189","4.34","4.84","4.097","3.852","3.49","3.554","3.528","2.833","3.187","2.159","2.633","2.06","2.255","2.513","2.098","2.347","2.496","2.072","2.097","1.944","1.692","1.96","1.834","2.294","2.669","1.976","1.586"
