name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1995,12/31/1993,12/31/1992
MarketCap,"1,463,675,292","1,612,898,578","1,062,017,990","1,896,989,560","1,673,194,606","1,153,677,148","551,301,504","566,961,914","700,669,335","497,349,766","351,396,522","354,775,511","154,718,020","82,888,575","50,703,118","33,854,825","46,638,909","28,649,647","22,730,778","19,727,557","33,484,464","43,426,043","49,442,017","128,654,893","125,820,360","1,764,168,159","154,946,165","1,178,285,000","1,446,640,000"
EnterpriseValue,"1,340,690,292","1,527,684,578","1,012,647,990","1,864,958,560","1,714,496,606","1,205,058,148","565,643,504","564,706,914","619,313,335","448,379,766","306,271,522","339,273,511","139,216,020","70,250,575","35,616,118","22,697,825","44,619,909","31,408,647","47,333,778","40,802,557","48,504,464","43,914,043","42,974,017","142,697,893","134,166,360","1,758,969,159","154,946,165","1,178,285,000","1,446,640,000"
PeRatio,"20.622","27.562","19.25","45.933","47.828","52.273","50.136","576","32.591","26.154","27.296","27.536","14.286","14.462","8.519","8.253",,,,,,,,,,"31.015",,"57.576","39.394"
ForwardPeRatio,"29.586",,,,"28.902",,"19.685","19.194","27.027","20.408","16.026","18.727","11.198",,,,,,,,,,,,,,,,
PegRatio,"5.921",,,,"5.776",,"3.939","3.84","2.706",,"0.801","0.937",,,,,,,,,,,,,,,,,
PsRatio,"2.726","3.199","2.166","4.301","4.26","3.722","1.927","2.231","3.429","2.819","2.306","2.445","1.463","1.579","0.991","0.741","1.069","0.572","0.444","0.433","0.672","0.807","0.101","0.079","0.058","0.844","2.391","18.382","38.271"
PbRatio,"3.123","3.864","2.717","4.88","6.663","5.361","2.761","2.833","3.638","2.844","1.998","2.802","1.306","1.257","1.486","1.282","2.145","1.311","4.785","2.926","2.772","3.118","3.111","29.38","2.741","34.316",,,
EnterprisesValueRevenueRatio,"2.488","3.036","2.134","4.205","4.66","3.865","1.974","2.217","2.981","2.509","2.017","2.603","1.222","1.171","0.682","0.497","1.025","0.741","1.095","0.979","1.015","0.839","0.663","2.25","1.56","19.155","2.391","18.382","38.271"
EnterprisesValueEBITDARatio,"12.73","15.728","10.782","23.262","25.729","23.743","16.952","27.446","17.032","14.098","13.282","16.811","7.011","10.293","2.641","2.216","7.116","5.258","8.221","34.116","11.848","18.161","11.357","-38.546","-6.414","92.064","2.391","18.382","38.271"
