name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"13,075,773,385","11,891,716,281","5,003,350,234","9,084,939,613","6,078,123,714","3,452,125,388","1,555,811,820","2,694,779,969","1,354,305,239","1,159,467,909"
EnterpriseValue,"13,865,335,385","12,931,133,281","6,514,957,234","9,564,495,613","6,560,321,714","4,107,973,388","2,204,235,820","2,926,224,969","1,433,522,239","1,248,627,909"
PeRatio,"21.288","19.442","10.433","28.921","27.681","19.486","8.079","37.682","12.192","45.648"
ForwardPeRatio,"19.646","21.142","10.87","20.833","20.284","17.036","8.913","22.272",,
PsRatio,"2.517","2.298","1.066","2.91","2.317","1.373","0.717","1.517","0.783","0.73"
PbRatio,"5.1","4.939","2.699","5.817","4.743","2.963","1.433","3.031","1.403","1.361"
EnterprisesValueRevenueRatio,"2.669","2.489","1.301","2.744","2.414","1.565","0.924","1.535","0.823","0.772"
EnterprisesValueEBITDARatio,"13.423","12.518","7.065","17.647","15.696","11.931","8.855","19.187","10.707","13.049"
