name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
MarketCap,"9,012,410,501","7,504,483,829","3,371,607,695","4,988,456,886","2,318,442,900","1,833,723,360","632,645,819","754,927,335","724,231,655","440,094,765","328,311,386","386,868,212","435,012,465","295,041,562","258,561,906","208,299,831","108,231,763","345,033,591","461,313,828","218,202,962","288,748,073","408,866,815","312,898,877","553,787,599","448,952,446","491,947,460"
EnterpriseValue,"8,334,120,501","6,895,417,829","2,840,851,695","4,546,256,886","1,999,541,900","1,654,512,360","438,306,819","651,712,335","621,016,655","342,091,765","219,823,386","279,324,212","314,806,465","183,209,562","186,812,906","147,380,831","29,947,763","271,108,591","368,699,828","132,191,962","212,001,073","328,304,815","239,628,877","459,145,599","494,752,446","537,747,460"
PeRatio,"74.569","48.082","16.648","43.446",,"33.119","18.441","19.274","22.028","27.882",,"12.624","10.03","10.404","9.57",,,"28.3","93.647","32.2","42.925","223.091",,"48.338","20.536","108.064"
ForwardPeRatio,,,,"21.053","19.418",,"9.653","17.825","21.231","16.077","20.661","20.877","15.083","12.077","9.425",,,,,,,,,,,
PegRatio,,,,,,,"0.805","1.486","2.123","1.607","2.067","2.089","1.509","1.208","0.471",,,,,,,,,,,
PsRatio,"11.089","8.858","3.476","6.986","4.394","3.738","2.443","3.084","3.223","2.093","1.934","2.099","2.021","1.502","1.327","2.639","0.825","2.072","2.362","2.485","3.447","7.015","5.408","7.146","7.004","9.172"
PbRatio,"5.19","4.424","2.112","3.632","1.873","4.757","1.691","2.274","2.44","1.631","1.191","1.401","1.608","1.378","1.397","1.378","0.615","0.813","1.206","1.335","1.842","2.753","2.172","3.896","5.933","8.541"
EnterprisesValueRevenueRatio,"10.215","8.452","2.826","5.763","3.593","5.409","1.601","2.555","2.668","1.543","1.213","1.585","1.441","0.979","0.957","1.874","0.229","1.693","1.833","1.594","2.516","5.612","4.171","5.783","5.615","14.114"
EnterprisesValueEBITDARatio,"45.47","37.62","9.426","20.459","21.214","145.554","7.627","12.481","14.21","8.797","37.874","20.63","7.839","6.591","5.132","-6.535","-1.86","11.412","12.324","16.468","21.373","124.736","106.549","27.28","21.117","79.081"
