name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,10/31/2000,10/31/1999,10/31/1998,10/31/1997,10/31/1996,10/31/1995,10/31/1994,10/31/1993
MarketCap,"9,629,698,494","7,393,791,849","5,489,272,315","6,482,510,000","3,941,550,000","2,517,320,000","1,643,172,000","4,598,603,563","1,225,919,058","775,905,000","1,083,323,000","1,443,113,200","731,704,650","893,733,459","913,581,000","1,365,997,650","1,629,077,945","3,106,015,500","2,769,914,440","2,451,626,320","2,107,789,760","1,043,722,880","431,062,500","360,526,250","123,758,200","92,954,884","58,407,375","86,146,730","41,325,362","91,584,000","503,090,000","726,126,500"
EnterpriseValue,"13,136,698,494","10,409,791,849","8,149,272,315","14,582,510,000","12,353,550,000","11,015,320,000","10,311,472,000","12,491,003,563","9,188,419,058","9,084,005,000","4,160,123,000","2,828,788,200","2,090,855,650","2,198,638,459","2,185,990,000","2,472,929,650","2,748,086,945","4,154,179,500","3,613,868,440","2,978,300,320","2,600,022,760","1,497,838,880","757,911,500","788,832,250","553,416,200","234,954,884","200,707,375","217,746,730","204,325,362","263,884,000","640,590,000","765,526,500"
PeRatio,"61.257","72.026",,"117.246",,"19.985",,,,,,,,,,,"194.889","48.897","41.411","36.865","33.111","28.763","8.854",,,,,,,,,"94.643"
ForwardPeRatio,"28.736","23.697","31.546","75.758",,"44.248","26.316",,,,,"53.763","44.444","20","27.027",,,,,,,,,,,,,,,,,
PegRatio,,"0.454",,,,,,,,,,"5.387","2.543","2.02","3.606",,,,,,,,,,,,,,,,,
PsRatio,"3.435","2.729","2.364","2.096","1.377","0.725","0.491","1.509","0.424","0.297","0.665","1.517","0.83","1.046","1.046","1.454","1.48","3.049","3.286","3.298","2.981","2.667","1.278","0.802","0.491","0.478","0.384","0.534","0.233","0.567","3.283","9.604"
PbRatio,"12.588","6.452","4.979",,,,,,,,"10.249","4.069","2.006","1.946","2.018","2.204","2.826","4.697","5.546","6.532","7.013","4.426","2.347","15.772","3.729",,,,,"7.696","9.032","10.156"
EnterprisesValueRevenueRatio,"4.527","3.587","3.244","6.773","7.271","4.613","3.066","4.05","3.187","3.293","2.329","2.593","2.252","2.539","2.477","2.666","2.456","3.969","4.028","3.81","3.584","2.67","1.665","1.792","2.372","1.113","1.26","1.384","1.16","1.722","4.296","9.629"
EnterprisesValueEBITDARatio,"14.629","11.592","13.954","25.056","83.47","14.609","10.877","11.718","9.972","-72.038","15.604","15.786","8.357","9.32","9.182","11.613","9.143","13.422","15.044","15.058","12.104","9.227","5.894","7.206","13.245","5.801","7.067","6.618","6.446","16.702","41.597","31.633"
