name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
MarketCap,"824,557,187","795,439,643","921,598,955","684,355,390","1,049,072,629","1,682,171,021","1,089,007,950","1,805,948,187","2,256,762,529","2,247,850,938","2,987,291,338","4,471,278,968","2,956,703,206","2,637,752,757","3,112,044,499","2,239,913,435","800,349,362","2,270,578,065","1,580,405,808","909,637,125","419,719,178","281,881,979","292,258,003","416,770,289","591,127,545","523,816,875","306,098,750","605,730,625"
EnterpriseValue,"627,998,187","621,894,643","610,856,955","314,478,390","697,110,629","1,274,375,021","664,954,950","1,332,903,187","1,714,132,529","1,850,881,938","2,672,327,338","4,185,836,968","2,671,261,206","2,382,250,757","2,866,520,499","2,043,160,435","705,929,362","2,071,757,065","1,484,416,808","947,603,125","443,632,178","313,164,979","344,366,003","464,332,289","609,784,545","513,516,875","294,598,750","573,630,625"
PeRatio,"1,198","2,327",,,,,,,"16.142","11.412","15.821","29.159","24.847","30.055","30.478","21.233","7.828","21.163","20.941","34.203","33.694","31.346","33.8","34.429","54.267","44.669","17.574","40.374"
ForwardPeRatio,"43.478",,,,,"43.29",,"1,000",,,,"21.186","19.92","20.367","23.981",,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,"1.415","1.33","1.24","1.599",,,,,,,,,,,,,
PsRatio,"1.948","2.041","2.749","2.094","2.74","4.176","2.836","3.948","3.571","2.57","3.427","5.41","4.038","4.642","5.498","4.134","1.523","4.606","3.667","2.775","1.902","1.284","1.358","2.061","3.798","3.355","1.727","3.564"
PbRatio,"0.936","0.914","1.073","0.698","1.011","1.54","0.914","1.332","1.654","1.708","2.39","3.73","2.773","2.966","3.758","3.177","1.431","3.832","3.73","3.765","1.94","1.412","1.577","2.411","3.725","3.433","2.157","4.877"
EnterprisesValueRevenueRatio,"1.481","1.467","1.688","0.975","1.91","3.072","1.729","2.926","3.182","2.192","2.871","4.798","3.644","3.962","5.062","3.782","1.301","4.181","3.353","2.78","2.002","1.427","1.596","2.288","3.719","3.283","1.659","3.908"
EnterprisesValueEBITDARatio,"19.801","19.609","31.384","-15.99","-24.006","28.469","-8.376","-54.187","11.601","6.604","8.605","16.514","14.18","15.563","17.926","12.726","4.357","13.45","10.796","15.132","14.742","12.475","13.825","15.641","24.554","21.046","9.503","21.646"
