name,ttm,12/31/2023
MarketCap,"1,574,668,498","1,890,711,226"
EnterpriseValue,"663,767,498","1,689,138,226"
PbRatio,"1.756","9.803"
EnterprisesValueEBITDARatio,"-13.463","-16.483"
