name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
MarketCap,"4,515,823,815","4,530,276,939","3,191,215,315","3,116,851,335","2,741,641,221","1,890,666,282","1,432,924,878","1,391,574,249","1,075,597,687","851,009,320","858,271,804","785,447,242","678,628,114","444,879,154","665,444,183","596,207,538","429,159,745","652,608,642","392,068,791","268,247,975","201,396,273","125,606,013","103,381,484","71,319,347","73,761,897","100,620,840","129,892,396","145,477,500","68,155,776","46,560,500","41,806,876","32,570,896","29,820,000","26,183,965","23,587,840","30,301,926","27,550,912","18,749,016","20,594,000","17,703,376"
EnterpriseValue,"4,324,041,815","4,367,366,939","3,076,428,315","3,036,130,335","2,660,920,221","1,857,298,282","1,458,252,878","1,423,150,249","1,114,658,687","914,314,320","909,569,804","846,011,242","738,804,114","441,772,154","675,233,183","590,881,538","448,116,745","660,649,642","419,685,791","297,645,975","236,268,273","157,155,013","138,982,484","96,671,347","102,699,897","124,920,840","144,392,396","156,477,500","70,755,776","56,660,500","54,506,876","45,670,896","41,920,000","37,583,965","35,187,840","39,301,926","37,250,912","28,449,016","31,694,000","23,503,376"
PeRatio,"48.997","53.415","48.243","54.928","56.663","41.357","60.012","41.565","33.899","32.192","28.262","33.03","24.313","18.28","23.152","22.246","17.172","35.675","41.037","22.169","21.099","16.587","14.591","21.777","9.914","11.587","16.805","24.697","3.527","12.74","13.413","14.942","36.458","15.689","9.504","13.261","12.415","10.349","17.5","13.18"
ForwardPeRatio,"44.643","45.872","40.816","49.02","50.761","37.037",,"34.13","28.409","25.445","23.753","24.39","21.277","18.762","21.008",,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"2.261","2.322","2.028","1.655","1.401",,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"6.441","6.799","5.78","6.483","6.533","4.501","3.369","3.488","2.704","2.292","2.381","2.393","2.136","1.657","2.399","2.379","1.54","2.798","1.656","1.276","0.995","0.684","0.634","0.53","0.541","0.744","0.965","1.234","0.156","0.421","0.449","0.389","0.365","0.32","0.284","0.417","0.395","0.279","0.345","0.307"
PbRatio,"8.743","9.195","7.553","7.955","7.799","5.842","4.854","5.077","4.261","3.709","4.007","4.227","3.963","2.435","3.952","4.127","3.866","7.096","4.772","3.771","3.144","2.277","2.15","1.659","1.579","2.34","2.717","3.505","1.862","1.478","1.457","1.248","1.198","0.894","0.836","1.184","1.247","0.848","0.995","0.881"
EnterprisesValueRevenueRatio,"6.146","6.207","5.44","6.01","6.253","4.374","3.362","3.536","2.831","2.421","2.494","2.532","2.311","1.68","2.441","2.36","1.603","2.813","1.827","1.462","1.252","0.854","0.831","0.698","0.702","0.828","1.004","1.196","0.61","0.522","0.549","0.54","0.511","0.479","0.456","0.544","0.524","0.427","0.52","0.42"
EnterprisesValueEBITDARatio,"29.611","29.908","27.128","28.518","29.491","21.595","23.779","17.785","15.226","14.52","14.739","16.084","13.071","11.932","12.673","11.724","9.345","17.815","11.725","8.881","8.198","7.189","6.564","7.514","6.009","5.577","7.722","10.645","5.616","4.97","5.241","5.503","6.761","5.148","4.045","4.793","4.838","4.007","5.98","4.897"
