name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
MarketCap,"8,410,180,578","9,091,173,151","10,346,007,299","8,636,681,018","7,727,856,393","5,830,178,164","4,260,801,150","5,682,210,641","4,644,230,162","3,804,354,180","4,029,403,403","5,762,884,362","4,755,601,821","4,176,138,066","4,718,651,837","2,989,951,526","2,164,268,866","6,227,640,662","2,821,044,318","1,499,721,221","1,978,731,051","1,518,750,451","1,661,859,998","1,141,069,268","722,521,814","800,636,040","468,846,000","1,841,931,000","1,639,067,500","1,289,203,500","658,855,440","306,624,500","93,569,891"
EnterpriseValue,"9,341,780,578","10,564,173,151","12,057,707,299","9,834,481,018","8,919,156,393","7,483,478,164","5,854,201,150","7,427,710,641","6,331,730,162","4,919,954,180","5,129,703,403","6,434,484,362","5,261,101,821","4,178,138,066","4,716,751,837","2,984,351,526","2,334,168,866","6,342,040,662","3,524,244,318","2,497,521,221","2,811,731,051","2,082,850,451","2,264,459,998","1,729,869,268","1,300,821,814","1,472,736,040","1,377,146,000","2,538,131,000","2,164,467,500","2,274,903,500","1,468,055,440","512,624,500","213,469,891"
PeRatio,"7.211","7.889","12.252","11.719","37.901","19.216","19.33","28.233","29.979","14.229","9.224","10.458","9.268","10.962","22.122","22.458","5.768","26.659",,"11.428","12.801","20.551",,"46.412",,,"7.955","10.675","12.666","9.341","9.04","12.231","12.963"
ForwardPeRatio,"8.636","8.292","10.278","11.377","17.094","13.774",,"19.121","22.624","17.889","13.812","8.749","7.949","8.576","17.331",,,,,,,,,,,,,,,,,,
PegRatio,"0.796","1.311","1.694","1.117","1.544","1.023",,"0.809","2.122","4.551",,"4.629",,"0.579","2.475",,,,,,,,,,,,,,,,,,
PsRatio,"0.586","0.627","0.874","0.822","0.873","0.656","0.481","0.728","0.658","0.503","0.431","0.552","0.486","0.499","0.708","0.459","0.274","0.962","0.541","0.308","0.397","0.436","0.561","0.425","0.315","0.327","0.164","0.563","0.709","0.703","0.607","0.624","0.247"
PbRatio,"1.806","2.087","2.939","2.726","2.75","1.959","1.466","1.877","1.585","1.3","1.072","1.504","1.375","1.481","1.775","1.249","1.106","3.048","1.805","0.977","1.391","1.676","2.316","1.427","0.933","0.966","0.477","1.858","2.116","2.428","1.543","1.445","0.999"
EnterprisesValueRevenueRatio,"0.648","0.733","0.953","0.883","0.975","0.828","0.626","0.894","0.854","0.659","0.528","0.597","0.528","0.476","0.684","0.458","0.277","0.929","0.648","0.458","0.533","0.596","0.775","0.679","0.557","0.604","0.464","0.787","0.934","1.071","1.08","0.861","0.679"
EnterprisesValueEBITDARatio,"5.526","6.25","8.475","7.858","10.384","13.318","8.221","12.017","11.62","8.151","5.755","5.64","5.792","5.265","9.564","8.378","3.217","13.079","18.375","6.562","6.436","7.519","11.379","9.536","9.6","10.379","5.001","6.201","7.716","7.461","7.872","10.091","13.511"
