name,ttm,12/31/2023
MarketCap,"6,104,318,148","3,392,860,045"
EnterpriseValue,"7,153,318,148","4,303,860,045"
ForwardPeRatio,"28.653",
PbRatio,"0.346",
EnterprisesValueEBITDARatio,,"-25.317"
