name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016
MarketCap,"4,465,675,134","5,393,056,621","4,470,486,447","4,462,374,000","5,612,400,000","3,522,400,000","4,141,640,000","4,102,968,400","4,751,561,057","4,815,450,000"
EnterpriseValue,"5,770,875,134","6,747,156,621","5,356,186,447","6,352,374,000","7,355,400,000","4,955,400,000","5,356,640,000","5,252,968,400","5,352,561,057","5,505,450,000"
PeRatio,"21.356","28.664","39.802","10.603","15.436","16.136","18.513","19.035","18.032","37.375"
ForwardPeRatio,"22.026","23.529","19.121","20.619","14.599","11.723","14.793","14.144","17.361","19.92"
PegRatio,,,,,"0.982","1.272","1.792","1.697","1.868",
PsRatio,"2.817","3.539","4.008","1.295","2.062","1.538","1.773","1.932","2.344","2.448"
PbRatio,"24.061","50.639","15.228","19.745","244.017",,,,,
EnterprisesValueRevenueRatio,"3.565","4.288","3.856","1.797","2.629","2.127","2.275","2.347","2.635","2.869"
EnterprisesValueEBITDARatio,"12.216","16.424","16.27","8.702","10.202","11.061","12.604","9.347","10.748","14.352"
