name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986
MarketCap,"32,492,931,380","25,327,703,841","25,311,350,803","22,088,222,087","23,261,658,616","21,775,085,026","19,310,769,155","15,168,598,834","11,194,012,970","10,579,456,793","11,367,759,316","8,948,992,570","7,861,590,582","8,324,043,780","10,416,148,109","5,869,828,708","12,675,398,876","9,795,277,355","9,082,661,306","9,792,221,911","9,967,343,369","9,767,490,450","8,430,492,911","7,943,303,210","8,479,009,676","14,352,016,250","13,747,019,902","2,029,939,303","1,152,712,456","2,328,018,000","1,971,962,694","1,586,037,477","1,977,678,612","1,781,724,999","1,970,709,333","1,995,210,000","1,994,001,985","1,094,154,106"
EnterpriseValue,"42,730,866,252","36,609,193,202","38,596,813,897","29,728,729,568","29,886,341,327","27,326,433,570","25,956,655,736","21,570,757,130","14,976,727,404","14,345,658,007","14,874,682,157","11,693,978,048","9,981,673,222","10,289,038,553","18,157,170,290","14,176,840,272","21,898,385,428","20,332,847,286","19,148,840,059","20,767,207,033","21,533,357,935","21,759,477,866","20,352,482,303","19,910,047,798","19,763,021,030","25,078,016,250","22,494,010,280","7,421,932,592","5,350,245,649","6,496,436,620","6,351,948,032","5,711,057,415","6,004,594,781","4,568,009,726","4,651,862,630","3,925,287,561","4,145,693,580","2,969,364,136"
PeRatio,"17.833","16.905","36.865","26.479","21.837","27.454","20.733","16.411","20.935","17.702","19.434","14.102","9.826","13.678","14.324",,"17.829","18.326","15.425","16.548","14.979","20.299",,"36.776","154.807","102.143","82.705","19.02","14.565","40.761",,,,"23.485","20.535","22.266","22.619","39.584"
ForwardPeRatio,"16.475","14.327","14.663","18.149","16.367",,"14.706","14.493","19.231","15.504","14.706","12.438","11.325","12.579",,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.688",,,,,,,,,"1.349","1.278","1.256","1.107","1.151",,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.623","1.473","1.927","1.686","1.838","1.721","1.357","1.769","1.606","1.462","1.523","1.185","1.011","1.268","0.483","0.268","0.607","0.47","0.544","0.543","0.583","0.59","0.521","0.512","0.602","1.074","1.239","0.765","0.524","0.386","0.349","0.309","0.43","0.449","0.527","0.593","0.601","0.564"
PbRatio,"3.729","3.125","3.43","3.158","3.272","2.784","2.39","2.208","11.193","6.381","5.029","3.323","2.64","2.648","12.126",,"2.228","1.47","1.611","1.821","2.283","2.951","3.029","2.618","2.947","6.008","7.714","1.434","0.848","1.779","1.565","1.265","1.371","1.294","1.187","1.458","1.307","0.756"
EnterprisesValueRevenueRatio,"2.335","2.114","2.804","2.803","2.487","2.372","2.346","2.362","2.366","2.307","2.501","1.918","1.562","2.038","3.992","0.905","1.525","1.355","1.21","1.548","1.565","1.422","1.207","1.268","1.38","2.193","2.194","1.166","1.013","1.325","1.297","1.346","1.984","1.552","1.422","1.183","1.621","1.628"
EnterprisesValueEBITDARatio,"13.437","12.606","16.759","19.279","13.402","14.763","14.501","17.452","14.712","14.218","16.891","12.216","9.576","12.753","23.867","-3.749","12.585","-55.56","9.164","11.243","10.434","9.562","9.363","7.834","9.093","14.787","14.852","7.882","6.881","8.842","8.815","9.93","21.64","11.156","10.242","7.907","10.154","12.199"
