name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"7,558,001,598","4,596,008,421","3,361,498,162","4,759,277,367","2,291,682,519","2,708,094,288","1,384,570,685","3,458,100,129","2,284,630,333","982,155,137"
EnterpriseValue,"9,517,146,598","5,937,406,421","4,434,738,162","6,145,375,367","3,958,467,519","4,436,499,288","3,147,550,685","5,005,036,129","3,787,631,333","2,195,426,137"
PeRatio,"18.146","14.624","12.081","32.902","16.595","796.654","14.419","48.303","30.495","55.289"
ForwardPeRatio,"18.083","22.676","19.57","32.363","22.831","25.707","12.92","20.492","16.051","17.331"
PegRatio,,,,,"0.737","0.313","1.174","0.738","0.781","1.575"
PsRatio,"1.983","1.83","1.402","1.936","1.012","1.245","0.663","1.74","2.087","0.72"
PbRatio,"3.276","2.004","1.716","2.701","1.477","1.975","1.03","2.887","2.949","1.628"
EnterprisesValueRevenueRatio,"3.633","2.267","1.838","2.55","1.697","1.996","1.498","2.59","2.329","1.533"
EnterprisesValueEBITDARatio,"12.944","8.076","6.71","11.68","8.597","10.624","7.469","34.889","12.668","11.527"
